category,product_name,product_price,rating,discount,reviews,rating_val,date,month,year,sales ,revenue,product_description
Fridge,LG 242 L Frost Free Double Door Top Mount 2 Star Refrigerator,27751,7,13, 1 ,3.3,17,9,2020,198,5494698,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor from LG
Fridge,LG 398 L Frost Free Double Door 3 Star Convertible Refrigerator  with Smart Inverter with Door Cooling...,57990,87,16, 11 ,1.7,11,3,2024,203,11771970,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor From LG
Fridge,"LG 635 L Frost Free Side by Side Refrigerator  with Smart Inverter Compressor, AI ThinQ (Wi-Fi), Door ...",101990,0,35,#VALUE!,4.2,21,1,2017,121,12340790,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from LG
Fridge,Panasonic 307 L Frost Free Double Door 3 Star Refrigerator,34490,5,11, 1 ,2.2,30,8,2017,129,4449210,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor
Fridge,LG 264 L Frost Free Double Door 2 Star Convertible Refrigerator  with Smart Inverter Compressor,26990,19451,29," 1,607 ",2.7,19,3,2022,156,4210440,Smart InverterBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from LG
Fridge,Haier 325 L Frost Free Double Door Bottom Mount 3 Star Refrigerator,37999,8,25, 1 ,1.4,30,6,2016,240,9119760,InverterBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor
Fridge,LG 380 L Frost Free Double Door 3 Star Convertible Refrigerator,49990,0,25,#VALUE!,2,18,10,2016,110,5498900,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from LG
Fridge,Lloyd 260 L Frost Free Double Door 2 Star Refrigerator,26990,0,38,#VALUE!,2.6,27,4,2019,281,7584190,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and Additional 9 Years Warranty on Compressor
Fridge,SAMSUNG 376 L Frost Free Double Door 2 Star Convertible Refrigerator,49500,0,27,#VALUE!,3.7,13,5,2022,236,11682000,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
Fridge,SAMSUNG 523 L Frost Free Double Door 2 Star Convertible Refrigerator,61990,0,23,#VALUE!,3.7,19,7,2015,249,15435510,"Digital Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product, 10 Years Warranty on Compressor"
Fridge,Lloyd 310 L Frost Free Double Door 2 Star Refrigerator,33190,0,32,#VALUE!,3.1,21,11,2012,108,3584520,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and Additional 9 Years Warranty on Compressor
Fridge,Panasonic 280 L Frost Free Double Door 2 Star Refrigerator,32499,0,6,#VALUE!,1.9,7,9,2010,198,6434802,Digital Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years
Fridge,LG 674 L Frost Free Side by Side Refrigerator  with Inverter Linear ThinQ (Wi-fi) InstaView Door-in-Do...,173990,0,21,#VALUE!,2.2,14,2,2018,174,30274260,Inverter Linear CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor
Fridge,LG 246 L Frost Free Double Door 3 Star Convertible Refrigerator,43999,282,0, 25 ,3,22,4,2021,270,11879730,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor From LG
Fridge,LG 694 L Frost Free Side by Side Inverter Technology Star Refrigerator,89990,10,41, 0 ,2.5,24,6,2014,231,20787690,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor From LG
Fridge,"IFB 187 L Direct Cool Single Door 2 Star Refrigerator  with Powered by E-Tech,with Extraordinary Stora...",12990,267,22, 22 ,1.7,4,9,2019,264,3429360,Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor
Fridge,SAMSUNG 676 L Frost Free Side by Side Inverter Technology Star Refrigerator,95212,34,24, 4 ,1,24,12,2021,244,23231728,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years."
Fridge,SAMSUNG 386 L Frost Free Double Door 2 Star Convertible Refrigerator  with Curd Maestro,54103,0,14,#VALUE!,2.9,10,10,2015,115,6221845,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years."
Fridge,Godrej 185 L Direct Cool Single Door 5 Star Refrigerator,19494,0,22,#VALUE!,4,30,5,2015,155,3021570,advanced inverter compressor technologyBuilt-in Stabilizer1 Year Warranty on product and 10 Years Warranty on Compressor from Godrej
Fridge,"LG 343 L Frost Free Double Door 3 Star Convertible Refrigerator  with Wi-Fi, DoorCooling+, Smart Inver...",59199,202,0, 24 ,1.5,2,6,2015,123,7281477,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor From LG
Fridge,LG 412 L Frost Free Double Door 1 Star Refrigerator,45990,0,20,#VALUE!,1.8,7,6,2020,209,9611910,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from LG
Fridge,SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator,18500,6,15, 0 ,4.6,3,2,2020,115,2127500,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor
Fridge,SAMSUNG 385 L Frost Free Double Door 1 Star Convertible Refrigerator,45000,0,27,#VALUE!,4.1,29,1,2018,220,9900000,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
Fridge,Haier 328 L Frost Free Double Door 3 Star Convertible Refrigerator,34694,3,36, 0 ,1,17,1,2013,126,4371444,INVERTER CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from Haier
Fridge,"LG 655 L Frost Free Side by Side Refrigerator  with Smart Inverter Compressor, AI ThinQ (Wi-Fi), Door ...",88990,0,35,#VALUE!,4.9,27,6,2018,140,12458600,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from LG
Fridge,SAMSUNG 635 L Direct Cool Side by Side 3 Star Refrigerator,152990,0,38,#VALUE!,4.6,6,3,2010,260,39777400,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor
Fridge,Voltas Beko by A Tata Product 360 L Frost Free Double Door 2 Star Refrigerator,26990,1664,42, 135 ,4.3,26,5,2010,222,5991780,Pro Smart Inverter CompressorBuilt-in Stabilizer2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor
Fridge,Lloyd 188 L Direct Cool Single Door 1 Star Refrigerator,14199,0,21,#VALUE!,3.2,18,7,2025,120,1703880,"Normal CompressorBuilt-in Stabilizer1 year comprehensive warranty on the product, 10 years on compressor by the brand."
Fridge,SAMSUNG 189 L Direct Cool Single Door 3 Star Refrigerator,18994,0,4,#VALUE!,2.6,17,2,2019,164,3115016,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years."
Fridge,Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator,17999,16000,0," 1,463 ",2.1,5,4,2020,219,3941781,Normal CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool
Fridge,Lloyd 310 L Frost Free Double Door Top Mount 3 Star Convertible Refrigerator  with with Inverter Techn...,53490,0,0,#VALUE!,3.3,25,10,2010,147,7863030,InverterBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor
Fridge,Godrej 255 L Frost Free Double Door 2 Star Refrigerator,27399,2361,3, 291 ,3.4,26,7,2017,291,7973109,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on product and 10 Years Warranty on Compressor from Godrej
Fridge,Haier 220 L Direct Cool Single Door 4 Star Refrigerator,22980,2291,11, 254 ,1.6,27,11,2021,187,4297260,Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Haier
Fridge,Panasonic 237 L Frost Free Double Door 2 Star Refrigerator,29990,0,3,#VALUE!,4.3,4,12,2014,274,8217260,"Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product, 10 Years Warranty on Compressor"
Fridge,IFB 243 L Frost Free Double Door 2 Star Refrigerator,27300,0,25,#VALUE!,3.2,23,5,2022,113,3084900,"Reciprocating CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product, 10 Years Warranty on Compressor"
Fridge,Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,17150,4,27, 0 ,1.5,14,3,2022,111,1903650,"InverterBuilt-in Stabilizer1 Year on product, 10 years on compressor"
Fridge,Panasonic 257 L Frost Free Double Door 3 Star Refrigerator,29790,0,19,#VALUE!,3.2,12,8,2025,183,5451570,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
Fridge,CANDY 602 L Frost Free Side by Side Refrigerator  with 100 % Convertible refrigerator with Deo Fresh T...,47990,416,30, 67 ,2.6,16,9,2016,129,6190710,Inverter Compressor1 Year Warranty on Product and 10 Years on Compressor
Fridge,Voltas Beko by A Tata Product 185 L Direct Cool Single Door 3 Star Refrigerator,16990,0,37,#VALUE!,2,17,2,2012,173,2939270,Reciprocating CompressorBuilt-in Stabilizer2 Year Comprehensive Warranty 10 Years Compressor Warranty
Fridge,Haier 185 L Direct Cool Single Door 2 Star Refrigerator,15990,0,25,#VALUE!,4,30,6,2012,287,4589130,Normal CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product and 10 Years Warranty on Compressor
Fridge,Whirlpool 207 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,18982,1866,25, 185 ,2.1,9,2,2018,228,4327896,IntelliSense Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool
Fridge,BOSCH 269 L Frost Free Double Door Top Mount 3 Star Convertible Refrigerator,42090,0,9,#VALUE!,3.7,30,12,2024,147,6187230,Vario Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Bosch
Fridge,TOSHIBA 252 L Frost Free Double Door 2 Star Refrigerator,24499,0,10,#VALUE!,4.4,31,5,2011,180,4409820,DC Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Toshiba
Fridge,LG 185 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,20190,3,17, 0 ,4.2,6,9,2025,247,4986930,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor from LG
Fridge,IFB 265 L Frost Free Double Door 2 Star Refrigerator,27800,0,33,#VALUE!,1.4,12,10,2011,138,3836400,"Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product, 10 Years Warranty on Compressor"
Fridge,Liebherr 265 L Frost Free Double Door Top Mount 3 Star Refrigerator,29990,15,25, 5 ,3.6,21,6,2025,183,5488170,Nextgen 8 Step Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product  and 10 Years on Compressor
Fridge,TOSHIBA 325 L Frost Free Double Door 2 Star Refrigerator,37140,0,18,#VALUE!,4.3,1,3,2021,214,7947960,DC Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Toshiba
Fridge,LG 185 L Direct Cool Single Door 3 Star Refrigerator,19110,2765,0, 325 ,4,26,10,2014,123,2350530,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on product and 10 Years Warranty on compressor from LG
Fridge,Godrej 180 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Faster Bottle Cooling ...,15190,2747,17, 203 ,2.2,5,11,2011,188,2855720,Fixed speed compressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
Fridge,Kelvinator 584 L Frost Free Side by Side Refrigerator,57643,0,32,#VALUE!,1.4,25,11,2022,169,9741667,inverterBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor
Fridge,Whirlpool 207 L Direct Cool Single Door 5 Star Refrigerator,18817,8203,30, 836 ,1.7,6,11,2013,271,5099407,DC Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor
Fridge,Whirlpool 200 L Direct Cool Single Door 4 Star Refrigerator,17590,9,30, 0 ,2.9,23,8,2013,200,3518000,inverter compressorsBuilt-in Stabilizer1 year Warranty on Product and 10 Years Warranty on Compressor from Whirlpool
Fridge,Godrej 240 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,18399,0,34,#VALUE!,4.6,14,8,2021,280,5151720,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
Fridge,Haier 190 L Direct Cool Single Door 5 Star Refrigerator,16999,5533,15, 628 ,3.2,19,5,2024,237,4028763,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from Haier
Fridge,TOSHIBA 252 L Frost Free Double Door 2 Star Refrigerator,24999,0,13,#VALUE!,4.6,10,7,2019,195,4874805,DC Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Toshiba
Fridge,Whirlpool 184 L Direct Cool Single Door 3 Star Refrigerator,15540,205,19, 13 ,4.1,31,5,2023,126,1958040,Non InverterBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor
Fridge,TOSHIBA 272 L Frost Free Double Door 2 Star Refrigerator,26760,0,18,#VALUE!,1.6,2,2,2018,250,6690000,DC Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Toshiba
Fridge,IFB 197 L Direct Cool Single Door 2 Star Refrigerator,16200,0,15,#VALUE!,4.9,1,12,2018,190,3078000,"Normal CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product, 10 Years Warranty on Compressor"
Fridge,TOSHIBA 272 L Frost Free Double Door 2 Star Refrigerator,27999,0,12,#VALUE!,3.3,8,8,2019,240,6719760,DC Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Toshiba
Fridge,MarQ by Flipkart 90 L Direct Cool Single Door 1 Star Refrigerator,8490,3561,43, 385 ,4.5,12,4,2015,206,1748940,Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor
Fridge,Haier 215 L Direct Cool Single Door 3 Star Refrigerator,18990,0,32,#VALUE!,3.6,19,8,2013,116,2202840,Normal CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product and 10 Years Warranty on Compressor
Fridge,Whirlpool 200 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,17690,1414,26, 154 ,1.7,8,8,2023,148,2618120,IntelliSense Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on the Compressor from Whirlpool
Fridge,Whirlpool 192 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,19370,0,15,#VALUE!,2.7,26,5,2016,126,2440620,"InverterBuilt-in Stabilizer1 Year on product, 10 years on compressor"
Fridge,Whirlpool 245 L Frost Free Double Door 2 Star Refrigerator,25600,14,18, 2 ,2.4,8,4,2014,130,3328000,Digital InverterBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor From Whirlpool
Fridge,Haier 190 L Direct Cool Single Door 4 Star Refrigerator,20490,76,25, 8 ,4,24,6,2025,258,5286420,"reciprocatory compressorBuilt-in Stabilizer10 Year Warranty on Compressor, 1 year Warranty on product"
Fridge,BOSCH 334 L Frost Free Double Door 2 Star Convertible Refrigerator,42990,0,27,#VALUE!,1.1,19,2,2012,270,11607300,"VarioInverterBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product, 10 Years Warranty on Compressor"
Fridge,Lloyd 200 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,16590,449,33, 54 ,3.3,30,3,2016,229,3799110,Inverter CompressorBuilt-in Stabilizer1 Year on Product and 9 Years Additional on Compressor from Lloyd
Fridge,Haier 192 L Direct Cool Single Door 3 Star Refrigerator,19923,2,0, 1 ,1.3,28,3,2016,133,2649759,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor from Haier
Fridge,Whirlpool 192 L Direct Cool Single Door 4 Star Refrigerator  with Laminar Airflow,16199,16660,26," 1,051 ",3.1,22,3,2010,298,4827302,Normal Compressor1 Year Comprehensive Warranty on Product and 9 Years Additional Warranty on Compressor
Fridge,Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator  with Auto Defrost,18999,85,15, 6 ,4.9,13,6,2011,105,1994895,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 9 Years Warranty on Compressor
Fridge,Voltas Beko 183 L Direct Cool Single Door 2 Star Refrigerator,12390,4007,50, 258 ,3.2,1,4,2014,223,2762970,Reciprocating CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
Fridge,IFB 206 L Direct Cool Single Door 4 Star Refrigerator,17990,0,29,#VALUE!,1.5,26,4,2014,205,3687950,"Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product, 10 Years Warranty on Compressor"
Fridge,Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,17200,85,18, 5 ,1.6,27,1,2012,257,4420400,Normal CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool
Fridge,Whirlpool 192 L Direct Cool Single Door 4 Star Refrigerator,18899,15,16, 0 ,2.8,20,2,2012,149,2815951,Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool
Fridge,Whirlpool 192 L Direct Cool Single Door 4 Star Refrigerator,16490,16660,25," 1,051 ",1,6,11,2017,133,2193170,Normal Compressor1 Year on Product and 10 Years on the Compressor from Whirlpool
Fridge,Godrej 210 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,19997,77,0, 11 ,4.4,24,2,2018,152,3039544,Reciprocatory CompressorBuilt-in Stabilizer1 Year Warranty on product and 10 Years Warranty on Compressor from Godrej
Fridge,Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator,17700,0,12,#VALUE!,1.7,15,8,2014,109,1929300,"Normal CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product, 10 Years Warranty on Compressor"
Fridge,SAMSUNG 192 L Direct Cool Single Door 3 Star Refrigerator,16419,5,3, 1 ,2.1,21,1,2015,293,4810767,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years."
Fridge,Whirlpool 207 L Direct Cool Single Door 5 Star Refrigerator,19890,8203,24, 836 ,4.4,9,3,2022,182,3619980,DC Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor
Fridge,Lloyd 310 L Frost Free Double Door 3 Star Refrigerator,36090,0,32,#VALUE!,2.4,6,5,2014,177,6387930,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years  Warranty on Compressor
Fridge,Voltas Beko by A Tata Product 610 L Frost Free Double Door 3 Star Refrigerator,69590,0,9,#VALUE!,1.2,21,9,2021,125,8698750,Inverter CompressorBuilt-in Stabilizer2 Years Comprehensive Warranty on Product and 10 Years Additional Warranty on Compressor
Fridge,"SAMSUNG 653 L Frost Free Side by Side 3 Star Refrigerator  with AI and WiFi, Convertible 5-in-1, Digit...",81990,1851,32, 120 ,4.4,3,9,2020,167,13692330,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on the product, 20 years on compressor by the brand."
Fridge,Godrej 185 L Direct Cool Single Door 2 Star Refrigerator,15990,14,15, 1 ,4,30,1,2012,235,3757650,Equipped with a normal compressorBuilt-in Stabilizer1 Year Warranty on product and 10 Years Warranty on Compressor from Godrej
Fridge,Godrej 200 L Direct Cool Single Door 3 Star Convertible Refrigerator,17559,22,5, 1 ,4.7,23,5,2015,272,4776048,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on product and 10 Years Warranty on Compressor from Godrej
Fridge,Lloyd by Havells 240 L Frost Free Double Door 2 Star Refrigerator,27990,0,36,#VALUE!,1.6,27,7,2011,288,8061120,Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on product and 9 year warranty on Compressor
Fridge,Godrej 192 L Direct Cool Single Door 2 Star Refrigerator,15202,0,27,#VALUE!,3.4,30,1,2012,226,3435652,Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor
Fridge,Haier 185 L Direct Cool Single Door 2 Star Refrigerator,18490,6941,0, 490 ,2,17,10,2018,218,4030820,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor
Fridge,Haier 185 L Direct Cool Single Door 2 Star Refrigerator,18450,21,5, 1 ,1.9,24,6,2018,235,4335750,NormalBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor
Fridge,SAMSUNG 189 L Direct Cool Single Door 4 Star Refrigerator,18000,42,14, 2 ,4.4,31,4,2020,146,2628000,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years."
Fridge,Haier 190 L Direct Cool Single Door 5 Star Refrigerator,17900,0,33,#VALUE!,3.2,18,4,2012,135,2416500,Normal CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product and 10 Years Warranty on Compressor
Fridge,LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,20264,250,18, 28 ,4,24,6,2022,289,5856296,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor
Fridge,Godrej 185 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,16895,0,26,#VALUE!,4.2,3,7,2016,218,3683110,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
Fridge,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,13950,16660,17," 1,051 ",2.9,4,9,2020,183,2552850,Normal Compressor1 Year on Product and 10 Years on the Compressor
Fridge,CANDY 165 L Direct Cool Single Door 1 Star Refrigerator  with Stabilizer free Operation,9990,2977,25, 205 ,1.4,12,7,2020,175,1748250,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor
Fridge,Whirlpool 200 L Direct Cool Single Door 3 Star Refrigerator,17665,0,12,#VALUE!,4.8,9,3,2014,258,4557570,Linear CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool
Fridge,Haier 628 L Frost Free Triple Door Inverter Technology Star Refrigerator,90599,0,38,#VALUE!,2.8,16,9,2021,120,10871880,INVERTERBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor and Fan from Haier
Fridge,Voltas Beko by A Tata Product 200 L Direct Cool Single Door 4 Star Refrigerator,22100,1645,16, 132 ,2.6,17,4,2012,224,4950400,Reciprocating CompressorBuilt-in Stabilizer2 Years Comprehensive Warranty and 10 Years Compressor Warranty :
Fridge,Haier 240 L Frost Free Double Door 2 Star Convertible Refrigerator,26900,0,29,#VALUE!,1.5,25,2,2014,160,4304000,Normal CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product and 10 Years Warranty on Compressor
Fridge,Whirlpool 200 L Direct Cool Single Door 3 Star Refrigerator,18409,0,13,#VALUE!,3.5,9,3,2019,175,3221575,NORMAL COMPRESSORBuilt-in Stabilizer1 YEAR
Fridge,Godrej 180 L Direct Cool Single Door 3 Star Refrigerator,16399,0,25,#VALUE!,2.6,21,8,2012,193,3165007,ReciprocatingBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
Fridge,Godrej 185 L Direct Cool Single Door 3 Star Refrigerator,15700,0,28,#VALUE!,2.8,12,11,2020,233,3658100,ReciprocatingBuilt-in Stabilizer1 Year Comprehensive Warranty and 10 Years Compressor Warranty from Godrej
Fridge,Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,14790,41,25, 1 ,2.9,17,4,2020,272,4022880,Normal CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on the Compressor
Fridge,Voltas Beko by A Tata Product 185 L Direct Cool Single Door 3 Star Refrigerator,23190,0,8,#VALUE!,5,15,1,2011,231,5356890,Reciprocating CompressorBuilt-in Stabilizer2 year comprehensive + additional 08 year on compressor
Fridge,Godrej 180 L Direct Cool Single Door 2 Star Refrigerator,17500,2800,0, 163 ,3,25,12,2018,255,4462500,Fixed speed compressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
Fridge,Whirlpool 235 l Frost Free Double Door 3 Star Refrigerator,25990,905,28, 60 ,4.8,23,12,2018,230,5977700,Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor
Fridge,Voltas Beko by A Tata Product 340 L Frost Free Double Door Top Mount 2 Star Refrigerator,30990,103,28, 20 ,1.2,3,3,2020,280,8677200,Pro Smart Inverter CompressorBuilt-in Stabilizer2 Years Comprehensive Warranty on Product and 12 Years Warranty on Compressor
Fridge,Haier 325 L Frost Free Double Door 2 Star Convertible Refrigerator,38300,0,33,#VALUE!,1.4,9,7,2012,287,10992100,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product and 10 Years Warranty on Compressor
Fridge,SAMSUNG 215 L Direct Cool Single Door 4 Star Refrigerator,21220,0,21,#VALUE!,3.8,15,3,2024,273,5793060,Digital Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor
Fridge,Whirlpool 231 L Frost Free Double Door 2 Star Refrigerator,30500,5154,6, 471 ,3,10,11,2024,137,4178500,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 9 Years Warranty on Compressor
Fridge,Godrej 200 L Direct Cool Single Door 3 Star Refrigerator,17559,0,17,#VALUE!,2.2,4,5,2012,140,2458260,"Inverter10 Years Compressor Warranty, 1 Year Comprehensive Warranty"
Fridge,BOSCH 243 L Frost Free Double Door Top Mount 3 Star Refrigerator,29490,0,25,#VALUE!,4.9,7,4,2012,149,4394010,InverterBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor
Fridge,BOSCH 263 L Frost Free Double Door Top Mount 4 Star Refrigerator,37490,5,10, 0 ,2.6,23,2,2019,271,10159790,VarioInverterBuilt-in Stabilizer1 Year on Product
Fridge,LG 201 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,19890,535,23, 58 ,1.8,31,4,2019,117,2327130,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor From LG
